movieId,userId,gender,age,occupation,rating,title,genres,poster_path
2431,386,M,25,0,1,Patch Adams (1998),Comedy|Drama,https://image.tmdb.org/t/p/w500/xN1aKur5ddWQSXTqvzDPJD2TCxe.jpg
1704,386,M,25,0,4,Good Will Hunting (1997),Drama,https://image.tmdb.org/t/p/w500/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg
3258,386,M,25,0,3,Death Becomes Her (1992),Comedy,https://image.tmdb.org/t/p/w500/vSPkbcDvXT5LKdc2rzZjxqWAPLm.jpg
1904,386,M,25,0,5,Henry Fool (1997),Comedy|Drama,https://image.tmdb.org/t/p/w500/1Uun13GJi5U0gs303e7BnER6SpG.jpg
1912,386,M,25,0,4,Out of Sight (1998),Action|Crime|Romance,https://image.tmdb.org/t/p/w500/v49q7AMR3pB4M762woWB1NYMCLF.jpg
305,386,M,25,0,3,Ready to Wear (Pret-A-Porter) (1994),Comedy,https://image.tmdb.org/t/p/w500/ehg1dTxsqx2eMZpd5Tio9JifwqB.jpg
3521,386,M,25,0,3,Mystery Train (1989),Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500/f11xq7dBGhz9UDc3dabldAGeXVH.jpg
2581,386,M,25,0,3,Never Been Kissed (1999),Comedy|Romance,https://image.tmdb.org/t/p/w500/6BngDhDNfbBjhVFWDT2yMve32vi.jpg
34,386,M,25,0,1,Babe (1995),Children's|Comedy|Drama,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
1200,386,M,25,0,4,Aliens (1986),Action|Sci-Fi|Thriller|War,https://image.tmdb.org/t/p/w500/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg
1060,386,M,25,0,5,Swingers (1996),Comedy|Drama,https://image.tmdb.org/t/p/w500/vsctdCbDHApN003Fs3QzJB8Nl9B.jpg
532,386,M,25,0,4,Serial Mom (1994),Comedy|Crime|Horror,https://image.tmdb.org/t/p/w500/svjDGRzT5IsR1odhBOPPBLSF4sm.jpg
151,387,F,35,7,3,Rob Roy (1995),Drama|Romance|War,https://image.tmdb.org/t/p/w500/4QuypgbNYmPECAAHnV3QY8qEpOz.jpg
367,387,F,35,7,5,"Mask, The (1994)",Comedy|Crime|Fantasy,https://image.tmdb.org/t/p/w500/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
1094,387,F,35,7,3,"Crying Game, The (1992)",Drama|Romance|War,https://image.tmdb.org/t/p/w500/ea6HPVTlGa0MmtTrPud0UnP9wh.jpg
1185,388,F,25,0,5,My Left Foot (1989),Drama,https://image.tmdb.org/t/p/w500/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg
3101,388,F,25,0,5,Fatal Attraction (1987),Thriller,https://image.tmdb.org/t/p/w500/vjB9XwJKnYqFKKjhWcE6WpAf5Ki.jpg
3072,388,F,25,0,4,Moonstruck (1987),Comedy,https://image.tmdb.org/t/p/w500/2mnVWpvsHEHHnfvLn1NXYVvBGl5.jpg
161,388,F,25,0,3,Crimson Tide (1995),Drama|Thriller|War,https://image.tmdb.org/t/p/w500/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
2736,388,F,25,0,3,Brighton Beach Memoirs (1986),Comedy,https://image.tmdb.org/t/p/w500/gbvxPS3xCvihxGNLB2xabGnsAoZ.jpg
1408,389,M,25,6,4,"Last of the Mohicans, The (1992)",Action|Romance|War,https://image.tmdb.org/t/p/w500/zHjfln159K58Zd2dFqVJSplDB8.jpg
1265,389,M,25,6,5,Groundhog Day (1993),Comedy|Romance,https://image.tmdb.org/t/p/w500/h1ZEBoi0waPwtAPU1cnSZifdqZh.jpg
1393,389,M,25,6,3,Jerry Maguire (1996),Drama|Romance,https://image.tmdb.org/t/p/w500/lABvGN7fDk5ifnwZoxij6G96t2w.jpg
2291,389,M,25,6,3,Edward Scissorhands (1990),Drama|Romance,https://image.tmdb.org/t/p/w500/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg
3513,389,M,25,6,3,Rules of Engagement (2000),Drama|Thriller,https://image.tmdb.org/t/p/w500/38iMM0sHOqNz315ApF9bEjT4rFA.jpg
2571,389,M,25,6,5,"Matrix, The (1999)",Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg
318,389,M,25,6,4,"Shawshank Redemption, The (1994)",Drama,https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg
3555,389,M,25,6,5,U-571 (2000),Action|Thriller,https://image.tmdb.org/t/p/w500/yq8XfhSYuIw14N5bUD4bAy5pq1o.jpg
3499,389,M,25,6,5,Misery (1990),Horror,https://image.tmdb.org/t/p/w500/23Y65uWaVMpqfbZTN3CT0aei4D5.jpg
2046,389,M,25,6,3,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,https://image.tmdb.org/t/p/w500/tdRgQWMximj0tL6OWu9kRTtePmI.jpg
2645,390,M,25,4,5,Dracula (1958),Horror,https://image.tmdb.org/t/p/w500/3jqKJPtcDAN2p1851KODeLlVLAE.jpg
2900,390,M,25,4,3,Monkey Shines (1988),Horror|Sci-Fi,https://image.tmdb.org/t/p/w500/zbxrAWN2Ss5RXK1uDvMW82xFh0n.jpg
2762,390,M,25,4,3,"Sixth Sense, The (1999)",Thriller,https://image.tmdb.org/t/p/w500/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg
2858,390,M,25,4,2,American Beauty (1999),Comedy|Drama,https://image.tmdb.org/t/p/w500/wby9315QzVKdW9BonAefg8jGTTb.jpg
3730,390,M,25,4,4,"Conversation, The (1974)",Drama|Mystery,https://image.tmdb.org/t/p/w500/tkQEEBfURAoIPoucFFuXcBTViCR.jpg
1128,390,M,25,4,3,"Fog, The (1980)",Horror,https://image.tmdb.org/t/p/w500/z6uPuxzFJs7OyTPrl5V0XUITKj5.jpg
3694,390,M,25,4,3,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,https://image.tmdb.org/t/p/w500/m5o7B3VSAjvinjtSYxXD38senvb.jpg
3918,390,M,25,4,4,Hellbound,Hellraiser II (1988),https://image.tmdb.org/t/p/w500/wfrZ62b1h1e6Btxp7RO94Xl0e7u.jpg
1178,391,M,45,11,5,Paths of Glory (1957),Drama|War,https://image.tmdb.org/t/p/w500/3O10X1bVSasrS2NQ186s2tlKvqN.jpg
2401,391,M,45,11,4,Pale Rider (1985),Western,https://image.tmdb.org/t/p/w500/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg
1805,391,M,45,11,4,Wild Things (1998),Crime|Drama|Mystery|Thriller,https://image.tmdb.org/t/p/w500/3aoRiK4Q36kS4kYWWeF1CG4HhZr.jpg
3196,391,M,45,11,5,Stalag 17 (1953),Drama|War,https://image.tmdb.org/t/p/w500/lfve9FDKjT7JPbWI9NCs5340F79.jpg
3639,391,M,45,11,4,"Man with the Golden Gun, The (1974)",Action,https://image.tmdb.org/t/p/w500/xVkbKwGnBVNQ122GN5bCTMyPbWz.jpg
2019,391,M,45,11,5,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,https://image.tmdb.org/t/p/w500/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg
2987,392,M,18,7,3,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,https://image.tmdb.org/t/p/w500/62ANPHW3Md8civs7cbmfeiQLfxW.jpg
2124,392,M,18,7,3,"Addams Family, The (1991)",Comedy,https://image.tmdb.org/t/p/w500/qFf8anju5f2epI0my8RdwwIXFIP.jpg
3052,392,M,18,7,3,Dogma (1999),Comedy,https://image.tmdb.org/t/p/w500/oxhHl2YokTqcP44QK5tiTgjgLgk.jpg
2268,392,M,18,7,4,"Few Good Men, A (1992)",Crime|Drama,https://image.tmdb.org/t/p/w500/rLOk4z9zL1tTukIYV56P94aZXKk.jpg
2359,392,M,18,7,4,Waking Ned Devine (1998),Comedy,https://image.tmdb.org/t/p/w500/bsxiOOKC40HlhdIJYCUE2BkpJv0.jpg
3254,392,M,18,7,2,Wayne's World 2 (1993),Comedy,https://image.tmdb.org/t/p/w500/nhQtlLVl2z5ywu2uDnXjVqi08On.jpg
2380,392,M,18,7,3,Police Academy 3,Back in Training (1986),https://image.tmdb.org/t/p/w500/vvk5aWBJE3EqDX2ln6M4J4UiUXr.jpg
2539,392,M,18,7,3,Analyze This (1999),Comedy,https://image.tmdb.org/t/p/w500/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg
3424,392,M,18,7,4,Do the Right Thing (1989),Comedy|Drama,https://image.tmdb.org/t/p/w500/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg
1687,392,M,18,7,2,"Jackal, The (1997)",Action|Thriller,https://image.tmdb.org/t/p/w500/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg
3448,392,M,18,7,4,"Good Morning, Vietnam (1987)",Comedy|Drama|War,https://image.tmdb.org/t/p/w500/rcod81d34X1avhRIKBOQ4BsHtYZ.jpg
3543,392,M,18,7,5,Diner (1982),Comedy|Drama,https://image.tmdb.org/t/p/w500/l6q01LCdUQApKZjfdJANBAEjfLl.jpg
429,392,M,18,7,1,Cabin Boy (1994),Comedy,https://image.tmdb.org/t/p/w500/xy2BzE3siqU67VQCQ2k4xideNNM.jpg
2770,392,M,18,7,4,Bowfinger (1999),Comedy,https://image.tmdb.org/t/p/w500/iGuiFYEYwFkaRPl3FgLJYEm6dWq.jpg
2924,392,M,18,7,4,Drunken Master (Zui quan) (1979),Action|Comedy,https://image.tmdb.org/t/p/w500/jNOdUZHi7MKhFTq88ZIRqSGrQD3.jpg
2796,392,M,18,7,3,Funny Farm (1988),Comedy,https://image.tmdb.org/t/p/w500/tW6LGDEZrJpLbvEGkHk51MyQqJC.jpg
2948,392,M,18,7,4,From Russia with Love (1963),Action,https://image.tmdb.org/t/p/w500/zx4V17FP8oclNvOpTgs2iCCtiYk.jpg
1079,392,M,18,7,4,"Fish Called Wanda, A (1988)",Comedy,https://image.tmdb.org/t/p/w500/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg
88,392,M,18,7,3,Black Sheep (1996),Comedy,https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg
1086,392,M,18,7,4,Dial M for Murder (1954),Mystery|Thriller,https://image.tmdb.org/t/p/w500/4KKiFDvtEusJzqzlwHp7iMceXKS.jpg
1088,392,M,18,7,2,Dirty Dancing (1987),Musical|Romance,https://image.tmdb.org/t/p/w500/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg
3362,393,M,35,17,3,Dog Day Afternoon (1975),Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg
1897,393,M,35,17,3,High Art (1998),Drama|Romance,https://image.tmdb.org/t/p/w500/qTg05RNJIvb9w4Z7XIcAZxuZmTn.jpg
373,393,M,35,17,4,Red Rock West (1992),Thriller,https://image.tmdb.org/t/p/w500/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg
1230,393,M,35,17,5,Annie Hall (1977),Comedy|Romance,https://image.tmdb.org/t/p/w500/jj46Biz1WYQZoVZfXxeT9u4XRrS.jpg
3300,394,M,18,0,4,Pitch Black (2000),Action|Sci-Fi,https://image.tmdb.org/t/p/w500/oulNpuqYV6bseMbq2ynQ5F8hwtx.jpg
2762,394,M,18,0,4,"Sixth Sense, The (1999)",Thriller,https://image.tmdb.org/t/p/w500/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg
1552,395,M,18,5,5,Con Air (1997),Action|Adventure|Thriller,https://image.tmdb.org/t/p/w500/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg
104,395,M,18,5,5,Happy Gilmore (1996),Comedy,https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
1196,396,M,25,1,5,Star Wars,Episode V - The Empire Strikes Back (1980),https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
3160,396,M,25,1,5,Magnolia (1999),Drama,https://image.tmdb.org/t/p/w500/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg
2384,396,M,25,1,3,Babe,Pig in the City (1998),https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
2390,396,M,25,1,4,Little Voice (1998),Comedy,https://image.tmdb.org/t/p/w500/eMzV2BU8t05j0nbYTljpxGMW7Y9.jpg
3526,396,M,25,1,2,Parenthood (1989),Comedy|Drama,https://image.tmdb.org/t/p/w500/e51tNNQBJpJi9xkyuj0QFhyBcz7.jpg
45,396,M,25,1,3,To Die For (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500/yF2g3MDacpZTMywh97qghW6Y0H4.jpg
1172,396,M,25,1,5,Cinema Paradiso (1988),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg
3114,397,M,35,17,4,Toy Story 2 (1999),Animation|Children's|Comedy,https://image.tmdb.org/t/p/w500/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
380,397,M,35,17,3,True Lies (1994),Action|Adventure|Comedy|Romance,Poster not found
1234,397,M,35,17,4,"Sting, The (1973)",Comedy|Crime,https://image.tmdb.org/t/p/w500/x4F9UYmBnD4nsh3P4YxrfHbXW1d.jpg
3020,398,M,25,17,4,Falling Down (1993),Action|Drama,https://image.tmdb.org/t/p/w500/gpG8zkOIVhLWup6QQxUEUX8X0fQ.jpg
1464,398,M,25,17,5,Lost Highway (1997),Mystery,https://image.tmdb.org/t/p/w500/fdTtij6H0sX9AzIjUeynh5zbfm7.jpg
3408,398,M,25,17,3,Erin Brockovich (2000),Drama,https://image.tmdb.org/t/p/w500/xbMEHLu36LyptPD29FxVTndpYZ1.jpg
3274,398,M,25,17,3,Single White Female (1992),Action,https://image.tmdb.org/t/p/w500/2B6spN9XvzbK9hKDQtvTa4wVoys.jpg
1845,398,M,25,17,5,Zero Effect (1998),Comedy|Thriller,https://image.tmdb.org/t/p/w500/yFALvZFwqnh5ESarNoVd5KtizCo.jpg
2804,398,M,25,17,4,"Christmas Story, A (1983)",Comedy|Drama,https://image.tmdb.org/t/p/w500/sdfqMxn7dFeWPQvr9J1QnKmNfc4.jpg
180,398,M,25,17,3,Mallrats (1995),Comedy,https://image.tmdb.org/t/p/w500/kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg
3481,398,M,25,17,5,High Fidelity (2000),Comedy,https://image.tmdb.org/t/p/w500/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg
2763,398,M,25,17,2,"Thomas Crown Affair, The (1999)",Action|Thriller,https://image.tmdb.org/t/p/w500/5yqs1MVlqdIg1DY5adC5jFx3d7j.jpg
441,398,M,25,17,3,Dazed and Confused (1993),Comedy,https://image.tmdb.org/t/p/w500/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg
50,398,M,25,17,5,"Usual Suspects, The (1995)",Crime|Thriller,https://image.tmdb.org/t/p/w500/rWbsxdwF9qQzpTPCLmDfVnVqTK1.jpg
3730,398,M,25,17,4,"Conversation, The (1974)",Drama|Mystery,https://image.tmdb.org/t/p/w500/tkQEEBfURAoIPoucFFuXcBTViCR.jpg
608,398,M,25,17,4,Fargo (1996),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
3751,398,M,25,17,3,Chicken Run (2000),Animation|Children's|Comedy,https://image.tmdb.org/t/p/w500/zszChc7quMGvFwzgKQnxd0QTcnc.jpg
2023,398,M,25,17,3,Godfather,"Part III, The (1990)",https://image.tmdb.org/t/p/w500/ipV6QtfFnrj80Ar2eH24gjSZHir.jpg
3175,399,F,35,6,5,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500/fZXSwgZknp81vmciTb86rw0MejV.jpg
3565,399,F,35,6,5,Where the Heart Is (2000),Comedy|Drama,https://image.tmdb.org/t/p/w500/h8PBkTn6kDK9ZMCLj6jP6JnIBhY.jpg
593,400,F,18,3,5,"Silence of the Lambs, The (1991)",Drama|Thriller,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
3104,400,F,18,3,3,Midnight Run (1988),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/w500/vT4hIPxQIfYPOwIQaTvOY2gHzJg.jpg
2599,400,F,18,3,5,Election (1999),Comedy,https://image.tmdb.org/t/p/w500/js9w4pQNJq9si5AlwdvojBfC9Ml.jpg
3107,401,M,18,0,4,Backdraft (1991),Action|Drama,https://image.tmdb.org/t/p/w500/bymJtYNIdiAiBR1LRetaJXbfryc.jpg
2539,401,M,18,0,3,Analyze This (1999),Comedy,https://image.tmdb.org/t/p/w500/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg
441,401,M,18,0,4,Dazed and Confused (1993),Comedy,https://image.tmdb.org/t/p/w500/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg
1263,402,M,25,11,4,"Deer Hunter, The (1978)",Drama|War,https://image.tmdb.org/t/p/w500/bbGtogDZOg09bm42KIpCXUXICkh.jpg
1270,402,M,25,11,4,Back to the Future (1985),Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg
2331,402,M,25,11,2,Living Out Loud (1998),Comedy|Romance,https://image.tmdb.org/t/p/w500/uegG68vP7leUDQbG8fP4ihgTo0i.jpg
2369,402,M,25,11,3,Desperately Seeking Susan (1985),Comedy|Romance,https://image.tmdb.org/t/p/w500/5vLHhO05KEBYVrCmp1bvI06r32t.jpg
1569,402,M,25,11,3,My Best Friend's Wedding (1997),Comedy|Romance,https://image.tmdb.org/t/p/w500/cGeT2u8jCWhIVIB5eZUExbgSoPr.jpg
2372,402,M,25,11,3,Fletch Lives (1989),Comedy,https://image.tmdb.org/t/p/w500/A30iCFQVKXvQzGHEE4hyVC0QtrD.jpg
2384,402,M,25,11,3,Babe,Pig in the City (1998),https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
2396,402,M,25,11,5,Shakespeare in Love (1998),Comedy|Romance,https://image.tmdb.org/t/p/w500/xeRom2aQmB7aVp3ft5O7UcRI2AO.jpg
3362,402,M,25,11,4,Dog Day Afternoon (1975),Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg
2568,402,M,25,11,2,"Mod Squad, The (1999)",Action|Crime,https://image.tmdb.org/t/p/w500/7c20VEblNKkDiBuA6bE6kbeHqHa.jpg
339,402,M,25,11,3,While You Were Sleeping (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg
1888,402,M,25,11,2,Hope Floats (1998),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/6PRFM09xjGSWpXObW87CT5JELGJ.jpg
1020,402,M,25,11,3,Cool Runnings (1993),Comedy,https://image.tmdb.org/t/p/w500/6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg
34,402,M,25,11,4,Babe (1995),Children's|Comedy|Drama,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
500,402,M,25,11,3,Mrs. Doubtfire (1993),Comedy,https://image.tmdb.org/t/p/w500/shHrSmXS5140o6sQzgzXxn3KqSm.jpg
2797,402,M,25,11,4,Big (1988),Comedy|Fantasy,https://image.tmdb.org/t/p/w500/9VFYDWYnAhXAgyqgs94lwNmMBbk.jpg
380,402,M,25,11,3,True Lies (1994),Action|Adventure|Comedy|Romance,Poster not found
1221,402,M,25,11,5,Godfather,"Part II, The (1974)",https://image.tmdb.org/t/p/w500/ipV6QtfFnrj80Ar2eH24gjSZHir.jpg
708,402,M,25,11,3,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,https://image.tmdb.org/t/p/w500/5V10mg1rAbwWYNF6IjnEYokIR8f.jpg
3863,403,M,18,4,3,"Cell, The (2000)",Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/fdQHMNDjBzA7PDw1aNFww2eriLz.jpg
736,403,M,18,4,4,Twister (1996),Action|Adventure|Romance|Thriller,https://image.tmdb.org/t/p/w500/fZ0Y2qSDKQJolrQhIDpTwx3GlYB.jpg
1291,403,M,18,4,4,Indiana Jones and the Last Crusade (1989),Action|Adventure,https://image.tmdb.org/t/p/w500/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg
1517,403,M,18,4,4,Austin Powers,International Man of Mystery (1997),https://image.tmdb.org/t/p/w500/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg
3148,403,M,18,4,4,"Cider House Rules, The (1999)",Drama,https://image.tmdb.org/t/p/w500/qAECAgqjSFRVZzEEGbFAZqZNiDh.jpg
2605,403,M,18,4,5,Entrapment (1999),Crime|Thriller,https://image.tmdb.org/t/p/w500/onEHQY4M22CluNfocJRGsVg0dK6.jpg
2640,403,M,18,4,4,Superman (1978),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg
19,403,M,18,4,3,Ace Ventura,When Nature Calls (1995),https://image.tmdb.org/t/p/w500/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
423,403,M,18,4,5,Blown Away (1994),Action|Thriller,https://image.tmdb.org/t/p/w500/oZLQXYAlL61NGvzK0MWyUsVLyjs.jpg
2858,403,M,18,4,3,American Beauty (1999),Comedy|Drama,https://image.tmdb.org/t/p/w500/wby9315QzVKdW9BonAefg8jGTTb.jpg
380,403,M,18,4,4,True Lies (1994),Action|Adventure|Comedy|Romance,Poster not found
2947,403,M,18,4,4,Goldfinger (1964),Action,https://image.tmdb.org/t/p/w500/53lyXVLL83dC9AYrpEXfB7Xe34j.jpg
2028,403,M,18,4,5,Saving Private Ryan (1998),Action|Drama|War,https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
2289,404,M,18,4,5,"Player, The (1992)",Comedy|Drama,https://image.tmdb.org/t/p/w500/9hFy8LJshKYvW5vzguEhvgphIHJ.jpg
1721,404,M,18,4,4,Titanic (1997),Drama|Romance,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
2710,404,M,18,4,2,"Blair Witch Project, The (1999)",Horror,https://image.tmdb.org/t/p/w500/9050VGrYjYrEjpOvDZVAngLbg1f.jpg
1213,404,M,18,4,4,GoodFellas (1990),Crime|Drama,https://image.tmdb.org/t/p/w500/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg
3755,404,M,18,4,2,"Perfect Storm, The (2000)",Action|Adventure|Thriller,https://image.tmdb.org/t/p/w500/aOYHJclz1yZdFT3hdMY8TeYU4fk.jpg
2959,404,M,18,4,5,Fight Club (1999),Drama,https://image.tmdb.org/t/p/w500/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
2433,405,M,56,1,4,"Civil Action, A (1998)",Drama,https://image.tmdb.org/t/p/w500/2AVF1cjRGOfaB4oteSzxvHiQ3hR.jpg
3685,405,M,56,1,3,Prizzi's Honor (1985),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/5azGfZXuUFYjYfz6etYOdlyLXwL.jpg
1307,405,M,56,1,3,When Harry Met Sally... (1989),Comedy|Romance,https://image.tmdb.org/t/p/w500/3wkbKeowUp1Zpkw1KkBqMWbt0P9.jpg
1393,406,M,25,20,4,Jerry Maguire (1996),Drama|Romance,https://image.tmdb.org/t/p/w500/lABvGN7fDk5ifnwZoxij6G96t2w.jpg
3623,406,M,25,20,3,Mission,Impossible 2 (2000),https://image.tmdb.org/t/p/w500/aE9WqOApdRYsowsGE0118dyA4c9.jpg
1222,406,M,25,20,3,Full Metal Jacket (1987),Action|Drama|War,https://image.tmdb.org/t/p/w500/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
2890,406,M,25,20,4,Three Kings (1999),Drama|War,https://image.tmdb.org/t/p/w500/fClJQW8xn8wHOFqoA4jUn0PZh1f.jpg
1302,406,M,25,20,4,Field of Dreams (1989),Drama,https://image.tmdb.org/t/p/w500/8PT4sAcneQ7MtZ1Mqoe2EyOJHmZ.jpg
3525,407,M,18,17,5,Bachelor Party (1984),Comedy,https://image.tmdb.org/t/p/w500/iPzriQUwDNTx7sOJJGi9jXyE7WL.jpg
296,407,M,18,17,5,Pulp Fiction (1994),Crime|Drama,https://image.tmdb.org/t/p/w500/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg
1188,408,M,25,11,5,Strictly Ballroom (1992),Comedy|Romance,https://image.tmdb.org/t/p/w500/usXL7s72m1NlcROo42Y0hpbeEdO.jpg
1288,408,M,25,11,5,This Is Spinal Tap (1984),Comedy|Drama|Musical,https://image.tmdb.org/t/p/w500/z2LA8eBTSuuPC4NBhIZRNIwpimH.jpg
2165,408,M,25,11,4,Your Friends and Neighbors (1998),Drama,https://image.tmdb.org/t/p/w500/aEocqXBt4P6E8cWH00nPNu1Wsfj.jpg
3114,408,M,25,11,4,Toy Story 2 (1999),Animation|Children's|Comedy,https://image.tmdb.org/t/p/w500/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
942,408,M,25,11,5,Laura (1944),Crime|Film-Noir|Mystery,https://image.tmdb.org/t/p/w500/tMe9eKcaOXNLGkM01KAB4sGpKfP.jpg
246,408,M,25,11,5,Hoop Dreams (1994),Documentary,https://image.tmdb.org/t/p/w500/gLzHl2XBtVwycl8DxdOXRHPm8G3.jpg
34,408,M,25,11,5,Babe (1995),Children's|Comedy|Drama,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
2859,408,M,25,11,3,Stop Making Sense (1984),Documentary,https://image.tmdb.org/t/p/w500/utNpurUe1MMjEaHqvpkfxgfpSnV.jpg
3819,408,M,25,11,5,Tampopo (1986),Comedy,https://image.tmdb.org/t/p/w500/2XLDb3RDQmtlxt5Snnig9W4moq4.jpg
1221,408,M,25,11,5,Godfather,"Part II, The (1974)",https://image.tmdb.org/t/p/w500/ipV6QtfFnrj80Ar2eH24gjSZHir.jpg
1321,409,M,18,12,4,"American Werewolf in London, An (1981)",Horror,https://image.tmdb.org/t/p/w500/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg
1394,409,M,18,12,4,Raising Arizona (1987),Comedy,https://image.tmdb.org/t/p/w500/niKyjOqiB4XVl0BqgKTHIlHOCeF.jpg
1484,409,M,18,12,4,"Daytrippers, The (1996)",Mystery,https://image.tmdb.org/t/p/w500/bDmconT9Fj0dnXdV5LaGAxXrVFN.jpg
1748,409,M,18,12,4,Dark City (1998),Film-Noir|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/tNPEGju4DpTdbhBphNmZoEi9Bd3.jpg
3421,409,M,18,12,5,Animal House (1978),Comedy,https://image.tmdb.org/t/p/w500/fWooBbipMRIKeSRhEzmeaDV0T8H.jpg
2700,409,M,18,12,3,South Park,"Bigger, Longer and Uncut (1999)",https://image.tmdb.org/t/p/w500/zxM1AIKBP83plf2buLR0cbGfvl2.jpg
163,409,M,18,12,2,Desperado (1995),Action|Romance|Thriller,https://image.tmdb.org/t/p/w500/vmV29nPhQezGgw4UlAZF1hWIvq3.jpg
3706,409,M,18,12,4,Angel Heart (1987),Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500/yYi7dibh0dKG4mkHXjVw1dvpHeG.jpg
2908,409,M,18,12,3,Boys Don't Cry (1999),Drama,https://image.tmdb.org/t/p/w500/c9NRI19yEc9CW71uR3VLa8fsYA4.jpg
